Gender,Major,Program,GPA
Female,B.Tech,ECE,7.89
Female,MS,CSE,7.69
Male,B.Tech,ECE,6.87
Male,B.Tech,CND,7.9
Male,B.Tech,ECE,7.94
Male,B.Tech,ECE,6.91
Female,B.Tech,CSE,6.95
Male,B.Tech,CSE,7.27
Male,B.Tech,CSE,8.37
Male,B.Tech,CSE,8.07
Male,B.Tech,ECE,7.69
Male,PhD,ECE,7.76
Male,B.Tech,ECE,6.73
Female,MS,ECE,7.84
Male,B.Tech,CSE,8.42
Male,B.Tech,CSE,6.76
Male,MS,CND,8.88
Female,B.Tech,CSE,6.43
Male,PhD,CSE,8.05
Female,MS,CND,8.34
Female,B.Tech,CND,8.57
Female,B.Tech,ECE,6.79
Male,B.Tech,CSE,4.44
Female,B.Tech,CSE,5.44
Male,B.Tech,CND,7.3
Female,B.Tech,CHD,5.53
Male,B.Tech,ECE,6.13
Male,B.Tech,CSE,7.01
Male,MS,CSE,6.29
Male,MS,CSE,7.73
Female,B.Tech,ECE,5.84
Male,MS,CSE,6.95
Male,B.Tech,CND,6.2
Male,B.Tech,CSE,5.93
Female,B.Tech,ECE,7.47
Female,B.Tech,CSE,8.2
Female,B.Tech,ECE,6.64
Female,MS,CSE,7.58
Male,PhD,CND,8.09
Male,B.Tech,ECE,5.89
Female,MS,CSE,7.1
Male,B.Tech,CHD,5.35
Male,B.Tech,ECE,5.67
Male,MS,CND,9.14
Male,B.Tech,CND,6.31
Male,B.Tech,CND,4.06
Female,B.Tech,CSE,6.41
Male,B.Tech,CSE,5.41
Male,B.Tech,CND,7.06
Male,B.Tech,ECE,6.95
Female,B.Tech,CSE,7.06
Male,B.Tech,ECE,6.96
Female,B.Tech,CSE,6.63
Female,B.Tech,ECE,5.54
Male,MS,CND,7.95
Female,B.Tech,ECE,8.02
Other,B.Tech,CSE,8.81
Female,B.Tech,ECE,6.76
Female,B.Tech,ECE,6.87
Male,B.Tech,ECE,7.5
Male,B.Tech,CSE,8.49
Male,PhD,ECE,8.06
Male,B.Tech,ECE,7.69
Other,B.Tech,ECE,6.18
Male,B.Tech,CHD,7.33
Female,B.Tech,ECE,7.97
Female,B.Tech,CSE,5.71
Female,B.Tech,ECE,6.47
Other,MS,CHD,8.67
Male,B.Tech,CSE,7.62
Male,MS,CHD,8.73
Male,B.Tech,CSE,7.85
Male,B.Tech,CSE,6.66
Male,B.Tech,CND,9.2
Male,B.Tech,CND,7.14
Female,PhD,CHD,6.77
Male,B.Tech,ECE,6.72
Male,B.Tech,CHD,6.53
Female,PhD,CND,8.7
Male,MS,ECE,7.68
Male,MS,ECE,8.77
Female,PhD,ECE,8.58
Male,B.Tech,CSE,6.0
Female,MS,ECE,7.9
Male,B.Tech,ECE,6.22
Female,MS,CND,8.13
Male,MS,CND,7.45
Male,B.Tech,CSE,7.07
Male,MS,ECE,7.81
Female,B.Tech,CSE,6.85
Male,B.Tech,CSE,9.05
Male,B.Tech,CND,6.64
Other,PhD,ECE,7.33
Female,B.Tech,ECE,8.02
Male,B.Tech,CSE,8.01
Female,B.Tech,ECE,5.02
Male,PhD,CHD,7.95
Male,B.Tech,CSE,7.44
Male,MS,ECE,8.37
Female,MS,CSE,8.0
Female,B.Tech,ECE,7.02
Male,B.Tech,CND,6.06
Male,MS,CND,6.32
Male,PhD,CND,9.32
Other,MS,CND,7.32
Other,B.Tech,CHD,7.18
Male,MS,ECE,7.89
Female,B.Tech,ECE,7.9
Female,B.Tech,ECE,7.11
Male,MS,CND,8.11
Male,B.Tech,CSE,4.37
Male,MS,CSE,7.42
Female,B.Tech,CND,7.74
Female,MS,CSE,8.46
Male,B.Tech,CND,6.05
Female,B.Tech,ECE,5.42
Male,MS,ECE,8.09
Male,B.Tech,ECE,4.09
Female,B.Tech,CHD,5.85
Female,PhD,CSE,9.18
Male,B.Tech,ECE,8.45
Male,PhD,CND,8.54
Male,B.Tech,CSE,7.31
Male,B.Tech,CSE,5.05
Male,MS,CSE,7.48
Male,B.Tech,CSE,6.7
Female,B.Tech,CSE,6.28
Male,B.Tech,ECE,6.65
Female,MS,ECE,8.91
Female,B.Tech,CHD,6.46
Male,B.Tech,CSE,6.66
Male,B.Tech,ECE,7.74
Female,B.Tech,ECE,5.58
Male,B.Tech,CHD,6.16
Female,B.Tech,ECE,6.26
Female,B.Tech,CSE,7.06
Female,B.Tech,CHD,6.66
Female,B.Tech,CSE,6.69
Male,B.Tech,CSE,6.34
Male,B.Tech,ECE,5.93
Male,MS,CHD,8.43
Male,B.Tech,CSE,6.66
Male,B.Tech,ECE,7.62
Male,B.Tech,ECE,5.89
Female,B.Tech,CND,6.33
Male,MS,CSE,7.85
Male,PhD,ECE,8.24
Male,B.Tech,ECE,7.75
Male,B.Tech,CSE,6.57
Male,B.Tech,ECE,7.75
Male,B.Tech,ECE,7.37
Male,MS,CHD,7.93
Male,B.Tech,CHD,6.05
Female,B.Tech,CND,7.76
Female,B.Tech,ECE,6.07
Female,MS,CND,7.99
Male,B.Tech,CSE,6.95
Female,PhD,CHD,8.2
Female,B.Tech,ECE,6.61
Male,B.Tech,CHD,6.18
Female,MS,ECE,6.87
Male,B.Tech,ECE,8.4
Female,B.Tech,CND,6.51
Other,B.Tech,ECE,6.87
Male,B.Tech,ECE,6.87
Female,B.Tech,CSE,8.1
Male,PhD,CSE,9.27
Female,B.Tech,CND,7.16
Male,MS,CHD,7.89
Female,B.Tech,ECE,5.88
Male,B.Tech,CSE,5.56
Male,B.Tech,CSE,5.23
Male,PhD,ECE,7.9
Female,MS,ECE,6.54
Female,MS,CSE,8.76
Female,B.Tech,CSE,7.42
Female,B.Tech,ECE,6.75
Male,B.Tech,ECE,8.11
Male,PhD,CSE,7.76
Male,B.Tech,ECE,6.18
Male,B.Tech,CND,5.07
Male,B.Tech,ECE,7.77
Male,B.Tech,CHD,6.19
Male,B.Tech,CND,7.02
Male,MS,CSE,8.7
Male,B.Tech,CSE,8.37
Male,MS,ECE,7.98
Female,MS,ECE,8.27
Female,B.Tech,ECE,6.1
Female,B.Tech,CSE,8.68
Male,B.Tech,ECE,6.83
Male,PhD,CSE,8.34
Female,B.Tech,CND,6.59
Male,B.Tech,CSE,8.2
Male,B.Tech,CND,7.2
Male,B.Tech,CSE,7.76
Male,B.Tech,CSE,7.35
Male,B.Tech,CSE,6.78
Male,MS,CND,8.65
Female,MS,CSE,8.24
Male,B.Tech,ECE,6.04
Male,B.Tech,CHD,6.01
Female,MS,CHD,8.1
Male,B.Tech,CSE,7.91
Male,MS,CND,9.15
Female,B.Tech,CHD,5.22
Male,B.Tech,ECE,7.03
Male,B.Tech,ECE,7.49
Male,B.Tech,CND,7.3
Male,MS,CND,8.71
Male,B.Tech,ECE,7.66
Female,B.Tech,CHD,6.01
Male,B.Tech,CSE,5.99
Male,MS,ECE,8.22
Male,B.Tech,CSE,7.99
Male,MS,CSE,8.1
Male,B.Tech,ECE,5.42
Male,B.Tech,ECE,5.95
Male,MS,CSE,8.48
Male,B.Tech,ECE,6.65
Male,B.Tech,CSE,7.12
Male,B.Tech,CND,8.07
Female,B.Tech,CHD,5.8
Male,B.Tech,CSE,6.59
Male,B.Tech,CND,6.48
Male,B.Tech,CSE,7.36
Female,B.Tech,ECE,7.77
Male,B.Tech,CND,5.52
Female,B.Tech,CSE,6.99
Female,PhD,CHD,8.73
Female,MS,CSE,6.7
Male,B.Tech,CSE,6.94
Male,B.Tech,ECE,5.78
Female,PhD,CND,7.98
Other,B.Tech,ECE,4.49
Female,B.Tech,CND,8.39
Male,MS,CND,7.75
Male,B.Tech,CSE,6.19
Male,B.Tech,ECE,7.33
Female,PhD,CHD,7.78
Male,B.Tech,ECE,5.86
Male,B.Tech,CSE,8.51
Female,B.Tech,CND,8.81
Male,B.Tech,ECE,6.41
Female,MS,ECE,8.75
Male,B.Tech,ECE,7.36
Male,B.Tech,CSE,5.59
Male,PhD,ECE,7.84
Female,B.Tech,CND,8.55
Male,B.Tech,CHD,5.57
Male,B.Tech,CSE,9.28
Female,B.Tech,ECE,6.43
Male,B.Tech,ECE,8.58
Male,PhD,ECE,8.15
Male,MS,CSE,8.56
Male,B.Tech,ECE,8.4
Male,B.Tech,ECE,8.39
Male,B.Tech,CSE,6.42
Male,B.Tech,CSE,6.14
Male,B.Tech,CSE,6.92
Female,PhD,ECE,7.65
Male,B.Tech,ECE,7.24
Male,B.Tech,CSE,6.18
Male,B.Tech,CSE,8.08
Male,B.Tech,CHD,6.43
Male,B.Tech,CSE,5.26
Male,B.Tech,ECE,8.4
Female,B.Tech,CND,7.18
Male,B.Tech,ECE,7.03
Female,B.Tech,ECE,8.09
Female,B.Tech,ECE,7.87
Male,B.Tech,CSE,6.24
Male,MS,CHD,7.69
Male,B.Tech,ECE,5.89
Female,B.Tech,CSE,5.54
Male,B.Tech,ECE,7.58
Male,MS,CND,8.27
Male,B.Tech,CSE,7.76
Female,B.Tech,ECE,8.28
Female,B.Tech,ECE,7.77
Male,B.Tech,CHD,7.86
Female,B.Tech,CHD,4.92
Male,B.Tech,ECE,6.69
Male,MS,ECE,8.68
Female,B.Tech,CSE,5.83
Male,B.Tech,CSE,7.09
Male,B.Tech,ECE,7.52
Male,B.Tech,ECE,7.44
Female,B.Tech,CND,7.37
Female,MS,ECE,8.42
Male,PhD,CHD,8.39
Female,B.Tech,ECE,5.54
Male,B.Tech,CSE,7.51
Male,B.Tech,ECE,7.28
Male,B.Tech,ECE,5.55
Male,B.Tech,CND,8.38
Male,MS,ECE,8.37
Female,MS,CND,7.03
Male,B.Tech,ECE,6.18
Male,B.Tech,CSE,6.44
Male,B.Tech,CSE,6.44
Male,B.Tech,CSE,7.29
Female,B.Tech,ECE,6.02
Male,B.Tech,CSE,8.13
Male,B.Tech,ECE,8.05
Female,B.Tech,CND,7.62
Male,B.Tech,ECE,7.04
Male,MS,CHD,8.66
Male,B.Tech,CSE,6.72
Male,B.Tech,ECE,6.28
Other,B.Tech,CSE,8.19
Female,B.Tech,CHD,7.32
Male,B.Tech,CSE,6.32
Female,B.Tech,ECE,6.58
Male,B.Tech,ECE,6.26
Male,B.Tech,ECE,9.02
Male,PhD,CND,8.3
Male,B.Tech,CSE,7.16
Male,B.Tech,CSE,7.72
Male,B.Tech,ECE,5.78
Female,B.Tech,ECE,8.1
Male,MS,ECE,7.57
Male,B.Tech,CSE,8.83
Male,B.Tech,ECE,6.69
Male,B.Tech,CND,8.04
Male,B.Tech,ECE,4.5
Male,MS,CND,7.18
Female,B.Tech,ECE,6.71
Male,B.Tech,CSE,4.97
Male,MS,CSE,8.42
Male,MS,CHD,8.22
Male,B.Tech,ECE,6.01
Male,B.Tech,ECE,6.98
Female,B.Tech,ECE,7.81
Male,B.Tech,CND,4.9
Male,PhD,CHD,7.66
Male,B.Tech,ECE,6.66
Male,B.Tech,CSE,7.02
Male,MS,ECE,7.96
Female,B.Tech,CHD,7.89
Male,B.Tech,CSE,7.48
Female,PhD,CND,8.65
Male,MS,CND,7.03
Female,MS,ECE,8.1
Male,B.Tech,CSE,6.69
Female,MS,CSE,9.02
Male,B.Tech,CSE,7.17
Female,B.Tech,CSE,6.33
Male,PhD,ECE,8.73
Male,B.Tech,CSE,7.56
Male,MS,CHD,7.42
Female,B.Tech,CSE,6.65
Male,B.Tech,CSE,6.67
Female,MS,ECE,8.86
Male,B.Tech,CND,7.2
Male,B.Tech,ECE,7.73
Male,B.Tech,ECE,6.51
Female,PhD,CND,8.47
Female,B.Tech,ECE,8.3
Female,B.Tech,CHD,6.64
Male,B.Tech,CSE,7.12
Male,PhD,CND,7.62
Female,MS,ECE,7.46
Male,MS,CND,7.77
Female,B.Tech,CSE,5.94
Female,B.Tech,CND,8.32
Female,B.Tech,CND,6.16
Female,B.Tech,CSE,7.79
Male,B.Tech,CND,7.19
Male,PhD,CSE,8.32
Female,MS,CSE,9.04
Male,B.Tech,ECE,4.74
Female,B.Tech,CND,6.8
Female,MS,ECE,7.24
Male,B.Tech,ECE,5.04
Other,B.Tech,ECE,5.81
Male,B.Tech,CND,7.02
Male,B.Tech,ECE,6.27
Male,MS,CSE,8.63
Male,B.Tech,CSE,6.79
Male,B.Tech,CSE,6.68
Male,B.Tech,ECE,6.68
Female,MS,CSE,7.93
Female,B.Tech,CSE,6.58
Male,B.Tech,CHD,6.15
Male,PhD,ECE,8.79
Female,PhD,CHD,7.99
Male,PhD,ECE,8.11
Male,MS,CSE,8.3
Male,B.Tech,CSE,7.32
Male,B.Tech,ECE,6.11
Male,B.Tech,CHD,7.75
Female,B.Tech,CSE,7.54
Male,PhD,ECE,8.39
Male,MS,CHD,7.7
Male,MS,CHD,7.72
Male,B.Tech,ECE,6.8
Female,PhD,CND,7.68
Female,MS,CHD,7.97
Female,B.Tech,ECE,7.89
Male,MS,CND,8.61
Female,B.Tech,ECE,6.62
Female,B.Tech,CSE,8.06
Female,B.Tech,CSE,8.91
Male,B.Tech,CSE,6.68
Male,B.Tech,CSE,7.69
Male,B.Tech,CSE,4.74
Female,PhD,CSE,7.67
Male,B.Tech,CHD,7.09
Male,MS,CND,7.3
Female,B.Tech,ECE,9.04
Female,B.Tech,CHD,7.6
Female,B.Tech,CSE,7.97
Male,B.Tech,CND,6.97
Female,B.Tech,ECE,6.0
Male,B.Tech,CSE,6.48
Male,B.Tech,CSE,7.25
Male,B.Tech,CSE,6.36
Male,MS,CSE,8.47
Male,B.Tech,CSE,7.71
Female,B.Tech,CSE,7.0
Male,B.Tech,CSE,5.17
Female,B.Tech,CSE,8.71
Male,B.Tech,CND,6.79
Male,PhD,CSE,9.65
Male,MS,CSE,8.46
Male,B.Tech,ECE,6.79
Male,B.Tech,CHD,7.45
Male,B.Tech,CSE,4.98
Male,MS,CND,8.72
Male,B.Tech,CSE,9.57
Male,B.Tech,CSE,4.91
Female,MS,ECE,7.8
Male,MS,CHD,7.93
Female,MS,ECE,8.61
Female,MS,CHD,9.47
Female,PhD,CSE,8.49
Female,B.Tech,ECE,9.14
Male,B.Tech,CSE,7.17
Female,MS,ECE,8.32
Female,B.Tech,ECE,7.33
Male,PhD,CHD,8.91
Male,B.Tech,CSE,6.58
Male,B.Tech,CHD,7.82
Female,B.Tech,ECE,5.77
Female,B.Tech,CSE,6.72
Male,B.Tech,CND,6.36
Male,MS,CHD,8.06
Male,B.Tech,ECE,6.68
Male,MS,CSE,8.79
Other,B.Tech,ECE,6.12
Male,B.Tech,CSE,5.27
Male,B.Tech,ECE,5.64
Male,B.Tech,ECE,7.99
Female,MS,CHD,7.32
Male,MS,CSE,8.28
Female,MS,CND,7.79
Male,PhD,ECE,8.71
Male,B.Tech,ECE,6.77
Male,PhD,CND,9.68
Male,MS,CHD,9.33
Male,MS,ECE,7.78
Female,B.Tech,CSE,6.55
Female,PhD,ECE,9.87
Other,B.Tech,ECE,5.92
Male,MS,ECE,7.96
Female,B.Tech,ECE,7.02
Male,B.Tech,ECE,7.0
Male,B.Tech,CSE,5.26
Male,B.Tech,CSE,7.5
Male,B.Tech,CSE,6.03
Female,MS,ECE,9.01
Male,B.Tech,ECE,5.54
Male,B.Tech,ECE,7.06
Male,B.Tech,ECE,4.78
Male,B.Tech,CSE,4.85
Male,B.Tech,CND,6.16
Male,B.Tech,CSE,6.3
Female,B.Tech,CSE,8.47
Female,B.Tech,ECE,6.96
Male,B.Tech,CHD,8.29
Male,B.Tech,CSE,6.62
Male,B.Tech,ECE,7.61
Female,PhD,CND,7.94
Male,B.Tech,ECE,6.21
Male,B.Tech,CSE,5.18
Male,B.Tech,CHD,7.34
Male,B.Tech,ECE,7.26
Male,B.Tech,ECE,7.78
Female,B.Tech,ECE,7.21
Male,B.Tech,CND,9.03
Male,B.Tech,ECE,7.18
Female,B.Tech,CSE,7.99
Female,B.Tech,ECE,6.68
Male,PhD,CSE,7.85
Male,B.Tech,CSE,7.72
Male,B.Tech,ECE,6.91
Female,PhD,ECE,8.72
Male,MS,CHD,8.25
Female,B.Tech,CHD,6.21
Female,MS,ECE,8.75
Male,B.Tech,CND,6.13
Male,B.Tech,CSE,7.63
Male,B.Tech,CHD,8.28
Male,B.Tech,CHD,6.62
Male,B.Tech,CSE,8.16
Female,B.Tech,CSE,7.4
Female,B.Tech,CSE,7.85
Male,B.Tech,CHD,6.16
Female,B.Tech,CHD,7.21
Male,B.Tech,CSE,5.59
Male,B.Tech,ECE,8.71
Male,B.Tech,CSE,4.99
Male,PhD,ECE,8.12
Female,B.Tech,CND,6.07
Female,B.Tech,CSE,7.67
Male,MS,CND,9.35
Male,B.Tech,CHD,7.65
Male,MS,CND,10.0
Male,B.Tech,CSE,5.62
Female,B.Tech,CSE,5.7
Female,B.Tech,CSE,6.11
Male,B.Tech,ECE,7.12
Male,B.Tech,ECE,5.97
Male,MS,CSE,7.47
Male,MS,CHD,8.43
Male,B.Tech,CSE,5.76
Male,MS,CSE,7.21
Female,B.Tech,ECE,6.6
Female,B.Tech,CSE,6.7
Male,B.Tech,CSE,8.01
Male,MS,ECE,7.37
Male,B.Tech,CHD,6.28
Male,B.Tech,ECE,7.58
Female,MS,ECE,8.56
Male,B.Tech,ECE,8.43
Male,B.Tech,ECE,7.47
Male,B.Tech,CSE,7.13
Female,B.Tech,ECE,7.58
Male,B.Tech,ECE,6.73
Male,PhD,CHD,8.16
Male,B.Tech,ECE,5.23
Female,B.Tech,ECE,7.89
Female,B.Tech,CSE,7.21
Male,B.Tech,CHD,7.78
Female,B.Tech,CSE,4.18
Female,PhD,CND,8.28
Female,B.Tech,CSE,6.14
Male,B.Tech,CSE,8.5
Male,B.Tech,ECE,7.61
Male,B.Tech,CSE,7.23
Female,MS,CND,7.7
Male,MS,ECE,8.28
Female,B.Tech,ECE,6.07
Male,PhD,ECE,8.25
Female,B.Tech,CSE,6.42
Female,B.Tech,CSE,9.27
Male,B.Tech,ECE,8.47
Female,B.Tech,ECE,8.06
Male,PhD,CHD,7.55
Female,B.Tech,CND,7.86
Male,B.Tech,ECE,7.19
Male,MS,CND,8.86
Female,B.Tech,CSE,7.32
Male,MS,CSE,8.0
Female,B.Tech,CSE,7.23
Male,B.Tech,CSE,5.19
Male,PhD,CHD,7.92
Male,B.Tech,ECE,7.37
Male,MS,ECE,8.8
Male,B.Tech,ECE,6.45
Male,MS,CND,7.97
Male,B.Tech,CHD,5.4
Male,B.Tech,CSE,8.46
Female,MS,ECE,8.78
Female,B.Tech,CSE,7.65
Male,MS,CSE,8.28
Female,MS,ECE,9.09
Male,MS,ECE,7.44
Female,PhD,CSE,7.84
Female,B.Tech,ECE,8.06
Female,B.Tech,ECE,7.99
Male,B.Tech,CSE,5.81
Female,B.Tech,CSE,6.47
Male,B.Tech,CHD,8.69
Other,B.Tech,ECE,7.41
Male,B.Tech,CSE,7.79
Male,B.Tech,CSE,5.84
Female,B.Tech,CSE,7.66
Female,MS,CSE,7.01
Male,B.Tech,CHD,5.02
Female,B.Tech,CSE,7.73
Male,MS,CSE,9.0
Male,B.Tech,CSE,6.75
Male,PhD,CND,8.03
Male,B.Tech,CSE,8.71
Male,B.Tech,CSE,6.81
Male,B.Tech,ECE,6.93
Male,MS,ECE,9.19
Male,B.Tech,CSE,6.65
Male,MS,CSE,7.54
Female,B.Tech,ECE,7.82
Female,B.Tech,CND,6.29
Male,B.Tech,CSE,6.86
Male,B.Tech,CSE,5.68
Male,B.Tech,CSE,7.19
Male,PhD,CND,8.33
Female,B.Tech,ECE,7.97
Male,B.Tech,ECE,7.86
Male,B.Tech,ECE,7.55
Male,MS,CND,8.28
Male,PhD,CND,8.26
Female,MS,CHD,8.43
Female,PhD,ECE,7.74
Male,MS,ECE,6.36
Male,PhD,CHD,8.88
Female,MS,ECE,8.47
Female,B.Tech,ECE,6.87
Male,B.Tech,CSE,8.07
Male,B.Tech,ECE,6.27
Male,B.Tech,ECE,6.29
Male,B.Tech,ECE,6.16
Male,B.Tech,CSE,7.57
Male,PhD,ECE,7.51
Male,B.Tech,CSE,6.23
Male,MS,CND,8.2
Female,MS,ECE,7.16
Male,PhD,CSE,7.97
Male,PhD,CSE,7.19
Male,MS,CHD,8.42
Male,B.Tech,CSE,6.31
Female,B.Tech,CND,5.9
Male,B.Tech,ECE,5.7
Male,MS,CSE,7.71
Female,MS,CHD,6.89
Male,MS,CSE,9.36
Female,B.Tech,CHD,4.62
Male,B.Tech,CSE,6.55
Male,B.Tech,CND,7.11
Male,B.Tech,ECE,6.22
Male,B.Tech,CHD,7.21
Female,B.Tech,CSE,6.2
Female,MS,ECE,9.07
Male,B.Tech,ECE,5.88
Male,B.Tech,ECE,4.65
Female,PhD,CSE,7.65
Female,B.Tech,CSE,7.39
Male,B.Tech,CSE,6.88
Male,B.Tech,ECE,7.75
Male,B.Tech,CSE,7.5
Female,B.Tech,CSE,6.36
Male,B.Tech,CSE,6.51
Male,B.Tech,ECE,6.61
Female,B.Tech,CSE,8.88
Male,B.Tech,CND,7.69
Male,MS,CSE,9.32
Male,B.Tech,CND,7.84
Male,PhD,ECE,8.27
Male,B.Tech,CSE,5.98
Male,B.Tech,CSE,7.2
Male,MS,CHD,7.96
Male,B.Tech,ECE,6.91
Female,B.Tech,ECE,6.79
Female,B.Tech,CSE,4.95
Male,B.Tech,CND,8.26
Male,MS,CND,7.96
Male,PhD,ECE,7.59
Male,B.Tech,ECE,7.48
Male,B.Tech,ECE,6.14
Female,B.Tech,CSE,7.56
Male,PhD,CSE,8.74
Male,MS,ECE,8.71
Male,PhD,CND,8.22
Female,B.Tech,CSE,6.59
Male,MS,ECE,7.56
Male,B.Tech,CHD,6.28
Male,B.Tech,CSE,6.98
Female,PhD,CSE,8.2
Female,B.Tech,ECE,6.17
Male,PhD,ECE,7.73
Male,B.Tech,CSE,6.89
Male,MS,ECE,7.7
Male,B.Tech,CSE,5.86
Female,B.Tech,CHD,7.83
Female,B.Tech,ECE,8.77
Female,B.Tech,ECE,7.96
Female,B.Tech,ECE,6.28
Male,B.Tech,CND,6.95
Male,B.Tech,CSE,8.54
Female,B.Tech,CSE,5.83
Male,B.Tech,CND,7.78
Female,B.Tech,CND,5.55
Male,MS,CSE,9.18
Male,MS,CSE,7.7
Other,B.Tech,ECE,9.23
Male,B.Tech,CSE,8.73
Other,MS,CHD,7.93
Female,B.Tech,CSE,6.28
Female,B.Tech,CSE,7.19
Female,B.Tech,ECE,6.82
Male,B.Tech,CND,6.6
Female,B.Tech,ECE,5.34
Male,B.Tech,CSE,6.49
Male,B.Tech,CND,5.89
Male,B.Tech,ECE,7.55
Male,B.Tech,CSE,7.99
Male,B.Tech,CSE,7.74
Male,B.Tech,CSE,7.34
Male,B.Tech,ECE,6.15
Female,PhD,ECE,8.4
Male,B.Tech,CSE,7.79
Female,B.Tech,CSE,6.41
Female,B.Tech,CSE,7.12
Female,B.Tech,ECE,6.85
Male,B.Tech,CSE,8.66
Female,B.Tech,CSE,7.85
Male,MS,CND,8.43
Female,B.Tech,ECE,5.28
Male,MS,CSE,8.12
Female,B.Tech,ECE,6.84
Other,PhD,CSE,8.22
Male,MS,CHD,6.91
Male,PhD,CHD,7.76
Female,B.Tech,ECE,6.93
Male,B.Tech,ECE,8.11
Female,MS,CSE,7.59
Male,MS,CHD,7.72
Male,PhD,CSE,9.19
Female,B.Tech,CSE,6.7
Female,MS,CND,7.91
Female,B.Tech,ECE,6.88
Male,B.Tech,CND,5.65
Female,B.Tech,CSE,7.57
Male,B.Tech,ECE,6.35
Male,PhD,CSE,8.28
Female,B.Tech,ECE,7.44
Male,B.Tech,CSE,8.94
Male,B.Tech,CSE,5.68
Male,B.Tech,CSE,7.86
Female,B.Tech,ECE,7.87
Male,B.Tech,CSE,6.36
Female,B.Tech,CHD,7.6
Male,MS,CSE,9.15
Male,PhD,CSE,7.92
Female,B.Tech,CSE,7.24
Male,B.Tech,CND,7.4
Male,B.Tech,CSE,7.53
Male,MS,CSE,8.54
Male,B.Tech,ECE,7.17
Female,B.Tech,CSE,7.51
Male,B.Tech,ECE,6.09
Female,PhD,CSE,8.38
Male,B.Tech,ECE,6.52
Male,B.Tech,CSE,5.77
Female,PhD,ECE,8.05
Male,B.Tech,ECE,7.27
Male,MS,CHD,8.31
Male,B.Tech,ECE,5.73
Male,PhD,CND,7.83
Male,B.Tech,CSE,7.72
Male,MS,CSE,8.36
Male,B.Tech,ECE,7.89
Male,MS,CHD,8.96
Male,B.Tech,CSE,7.54
Male,B.Tech,ECE,6.59
Male,MS,ECE,8.08
Female,B.Tech,ECE,8.66
Female,B.Tech,CHD,9.76
Male,B.Tech,ECE,7.46
Female,MS,CSE,8.37
Male,B.Tech,ECE,7.73
Male,MS,CHD,8.02
Male,B.Tech,CSE,8.16
Male,B.Tech,ECE,8.01
Male,B.Tech,CND,7.35
Male,B.Tech,CSE,6.68
Male,B.Tech,CSE,5.48
Female,B.Tech,CSE,7.73
Male,B.Tech,ECE,7.21
Male,PhD,CND,7.93
Female,B.Tech,ECE,5.87
Male,B.Tech,CSE,7.66
Male,B.Tech,ECE,5.4
Female,B.Tech,ECE,7.3
Female,B.Tech,ECE,7.84
Female,B.Tech,CSE,7.55
Female,MS,CHD,7.73
Female,B.Tech,ECE,5.75
Female,B.Tech,CSE,7.59
Male,B.Tech,ECE,8.2
Male,B.Tech,CND,6.43
Male,B.Tech,CSE,7.51
Male,B.Tech,CND,8.58
Female,B.Tech,CSE,7.34
Male,B.Tech,ECE,6.6
Male,MS,CSE,8.73
Male,B.Tech,CSE,6.26
Female,B.Tech,ECE,5.7
Male,B.Tech,ECE,7.81
Female,B.Tech,ECE,6.59
Male,B.Tech,ECE,6.68
Male,B.Tech,ECE,6.37
Male,MS,CND,7.67
Male,B.Tech,ECE,8.4
Female,B.Tech,CSE,8.66
Female,B.Tech,CSE,8.79
Male,B.Tech,CSE,8.09
Male,B.Tech,ECE,7.47
Male,B.Tech,CSE,5.57
Female,B.Tech,CSE,6.81
Female,B.Tech,CSE,9.16
Male,B.Tech,ECE,6.56
Male,MS,CSE,9.06
Female,B.Tech,CSE,7.06
Male,B.Tech,ECE,4.32
Male,MS,CHD,8.45
Male,MS,ECE,8.89
Male,MS,ECE,7.97
Female,B.Tech,CSE,8.23
Female,MS,CND,6.83
Male,B.Tech,CSE,5.61
Male,B.Tech,CND,7.2
Male,B.Tech,CND,7.48
Male,MS,CHD,8.95
Male,B.Tech,CSE,7.64
Male,B.Tech,ECE,5.81
Male,B.Tech,CSE,7.21
Male,B.Tech,CHD,7.6
Male,MS,CHD,6.69
Male,B.Tech,CND,6.96
Male,B.Tech,ECE,6.66
Male,MS,ECE,7.54
Other,B.Tech,ECE,7.5
Male,B.Tech,CSE,5.85
Male,MS,ECE,8.29
Female,PhD,CHD,8.58
Other,MS,CND,8.76
Male,B.Tech,ECE,5.88
Female,B.Tech,CHD,5.49
Male,B.Tech,CHD,7.28
Male,B.Tech,ECE,6.71
Male,B.Tech,CSE,9.9
Female,B.Tech,ECE,7.46
Female,MS,ECE,8.04
Male,B.Tech,CSE,6.83
Male,B.Tech,CSE,5.78
Male,B.Tech,CND,7.56
Male,B.Tech,CSE,6.92
Male,PhD,CHD,8.26
Female,B.Tech,CHD,7.09
Female,B.Tech,ECE,7.22
Female,B.Tech,ECE,5.26
Female,B.Tech,ECE,7.84
Male,B.Tech,ECE,6.15
Female,MS,CSE,7.9
Male,B.Tech,CND,8.29
Male,B.Tech,ECE,8.78
Male,B.Tech,ECE,5.3
Male,MS,ECE,8.02
Male,MS,CSE,8.19
Male,B.Tech,CND,5.49
Female,B.Tech,ECE,7.8
Male,MS,CSE,8.08
Male,MS,CND,8.14
Female,MS,CHD,7.36
Male,MS,ECE,8.29
Male,B.Tech,ECE,7.84
Male,B.Tech,CSE,7.13
Male,MS,ECE,7.64
Male,PhD,CSE,8.08
Male,B.Tech,ECE,7.22
